review_content,rating,source,date
"amazing app that everyone should use once in a while, thanks to the ""creatrice"" and everyone who is using it. Thanks for thinking about other than just yourself",5,Google,2019-08-17
"Perfect start to the day - a cooked breakfast for three, for less than a fiver.",5,Google,2019-08-17
accuracy of food advise has improved,4,Google,2019-08-17
A really nice way to try to avoid waste,5,Google,2019-08-17
"There are literally 2 or 3 stores that use this app in the whole of Norfolk and Suffolk, its fine for urban areas I. e it's fine for London, but what's the point if you have to drive 20-30 miles to pick this stuff up. Need to promote more in rural and non urban areas and weirdly we do actually have restaurants, super markets and other food dispenseries, we don't just hunt for our food, there is plenty of opportunity out in and rural areas for this app, but sadly its over looked yet again shame!",1,Google,2019-08-16
"brilliant app, super easy to use and amazing deals",5,Google,2019-08-16
"I use two food waste apps, this app often provides more, but poor training and implementation in the shops at collection time does leave a lot to be desired. On going into a shop where cell signal is poor to be told that unless the redemption is swiped there and then the food will not be handed over is weird. Other apps allow for this to be handled in the shops. And what's this thing where they feel they must swipe the app themselves? No one should be requesting to touch my phone!",3,Google,2019-08-16
This is a brilliant idea and the meals we have got from it so far are amazing value for money and perfect for reducing food waste. Really like the app is easy to use and great map for searching things nearby,5,Google,2019-08-16
"Great app. Stopping waste, making great food available at great prices. Very easy to use",5,Google,2019-08-16
"Great app idea! I would love to be able to copy the description ""What you could get"" from the app. I live in Poland but don't speak polish and I want to copy it to Google Translate. :) Currently long pressing it doesn't seem to pop the Copy option up for me.",4,Google,2019-08-16
"Exzellente App! Tolle Auswahl, wir si d begeistert.",5,Google,2019-08-16
"Although this is a brilliant premise, we used this for the first time today and have basically lost £5.98 down the metaphorical drain. We ordered two bags from a local cafe but the owner wasnt in- it is almost impossible to contact TGTG for a refund, so we've had to go through the café themselves. So just be aware that if the order falls through, you're unlilely to get your money back. In future I'll ask the café directly!",2,Google,2019-08-16
"great concept, good execution.. just seen to have a issue with paying through PayPal however that could be just me..",5,Google,2019-08-16
i have tride to download the app unfortunatly didn't work for me.,2,Google,2019-08-16
"great concept, very good UI",5,Google,2019-08-16
God Bless who create the app.,5,Google,2019-08-16
"So easy to use the app and a great concept. it's win win for the business, customer and environment!",5,Google,2019-08-15
brilliant app - delicious food.,5,Google,2019-08-15
fantastic app!,5,Google,2019-08-15
"Love the idea, but the portion size is misleading.Tried two different places the only ones available around.The first one was a huge disappointment.Small cup of tuna and sweetcorn pasta, a chocolate au pain and a small sesame twist.On the app was marked from £10.50 to £3.59.It wasn't even worth it £3.I could buy more for the same money in the supermarket, so why would I use this?!The second one was better still below the marked price. I would use it if it wouldn't be a daytime robbery.",1,Google,2019-08-15
"Great concept, great app, LOADS of choice, simple and straight forward, have enjoyed lots of tasty meals at a fraction of the cost!!",5,Google,2019-08-15
love this app. first time I picked up food today and it was amazing.,5,Google,2019-08-15
Used the app once for a shop that is no lo ger there app is a total rip off,1,Google,2019-08-15
"Very good app, easy to use, and works towards a good cause",5,Google,2019-08-15
"I love tgtg, it's such a good initiative and a way for me to try new places without having to spend all my money.",5,Google,2019-08-15
Really good way of saving money and saving food!!! customer service very helpful respond quickly,5,Google,2019-08-15
Brilliant,5,Google,2019-08-15
love this apps,5,Google,2019-08-15
"The app itself is great and unproblematic. Individual responses from different food outlets vary from 2 to 5 star experiences though. I've had to ask for more food to make sure that what I received was worth the £10 full price quoted in the app, rather than the £3 to £5 that I actually paid; this was embarrassing, unnecessary and unfair. I am not begging at a food bank, I am a customer who has chosen to buy discounted food at the end of the day, so should be treated as such, rather than 2nd best",4,Google,2019-08-14
two baguettes a salad and a pan au raisin! from Paul's for £3.59!,5,Google,2019-08-14
Some sort of paradise,5,Google,2019-08-14
"I like the idea (saw on a YouTube ad) but there are no restaurants in my town (population 200,000) using it so far. A few other towns maybe 20mins away have a couple of options. Maybe I'll check again next year.",3,Google,2019-08-14
"zeer fijne app, pakketten vallen meestal zeer goed mee",5,Google,2019-08-14
Super initiative,5,Google,2019-08-14
best idea ever,5,Google,2019-08-14
Easy and quick. Good portion and restaurant had no issues,5,Google,2019-08-14
Dont use this app. It's a marketing tool for food companies. They gave me a specificed amount of food that wasn't being thrown away. It was basically just ordering from their menu. This is specifically for a natural food store on bold Street in Liverpool. I've heard that from hotel buffets and places it can be good but be careful where you choose!!,1,Google,2019-08-14
"tried once, got hooked up. also feels good when you think you're helping reduce waste (even a tiny portion)",5,Google,2019-08-14
Love it!,4,Google,2019-08-14
took my order but restaurant closed.did get a refund but a wasted journey.not cool,1,Google,2019-08-14
Bountiful reduction of food waste. I have been waiting for a time when I would be able to make sensible use of this great waste saving app. Easy to use.,5,Google,2019-08-14
Buenisima app para luchar contra el despilfarro de comida y el medio ambiente,5,Google,2019-08-14
very easy to use and what an amazing idea!!!,5,Google,2019-08-14
Loads of good stuff in a still hot and very tasty way.,4,Google,2019-08-14
"This app and the idea are absolutely amazing! I'm using it almost everyday. The variety of food options will fit everyone, you can find healthy, unhealthy, sour, sweet, vegetarian, vegan, glutenfree, whatever you need. I live and work in places where I can choose whatever I like, whenever I like. I am never dissapointed - the food is fresh and good size, maybe I am lucky. Got some favs but I know I can rely on this app whenever I will go and save food from being wasted for just few £!",5,Google,2019-08-14
well done,5,Google,2019-08-13
brilliant,5,Google,2019-08-13
excellent initiative,5,Google,2019-08-13
"Concept très bien pensé : La nourriture n'est pas gaspillée, le vendeur reçoit quelques gains pour ses invendus et le client a un panier repas à moindre coût. Tout le monde y gagne ! L'appli en elle même est très ergonomique, facile d'utilisation et l'interface est jolie.",5,Google,2019-08-13
easy to use app to get cheap high quality food,5,Google,2019-08-13
love this app,5,Google,2019-08-13
this is the one app that has food in my city,5,Google,2019-08-13
"Nice idea, but:- 1) There (seems to be) no way to indicate vegetarian or other dietary needs. 2) Very few outlets in my area. Disappointed.  Un-installed. Re-visiting the review:- 1) If I'd seen the Veggie filter I would have used it.* 2) Too few outlets in my area, so won't be re-installing.. *(Former IT teacher - Gone blind maybe?)",2,Google,2019-08-13
Great app. Just make sure you don't miss the pick up window.,4,Google,2019-08-13
Love it. You get a lot of great food for a low price. At the same time it helps to know that some of the food will not go to waste. Great variety of food from the buffet and a lot.,5,Google,2019-08-13
"Brilliant idea! More companies need to do their [honest] part like the Accor group. Some retailers take the piss hence the 3 stars as there should be more control or checks, not the devs fault, but they should have some sort of bustergram... (got 2 packs of rotten strawberries and mangoes at the same price I could have paid fresh, this is from Fruit Connection) but, it's a trial and try I guess.",3,Google,2019-08-13
Win Win! If you want cheap food with an exiting random factor this is for you! If you want to save the planet as that is your thing this for you! This app and the whole project behind is an awesome idea and I can't tell enough to my friends! Winner winner too good to go dinner!,5,Google,2019-08-12
Verdammt viel Auswahl und extrem gute Shops dabei. Sehr zu empfehlen und besser als wegschmeißen 😉,5,Google,2019-08-12
"super!!!!! as a busy mum always running from one club or activity to another when the kids are hungry and you don't want them to eat rubbish this is perfect. The boys finished kickboxing at 8, drove 3 mins to the carvery picked up 2 piping hot and huge carverys, sitting at the table by 8.25 eating a lovely beef and Turkey roast!!!! They polished the lot!!!! All for a little over 6 quid.",5,Google,2019-08-12
"great value for money, allows us as students to have a wider variety of foods on a budget.",5,Google,2019-08-12
"Rubbish deal.The 'magic bag' was basically the scrapings from the day's trade,served up sloppily with no care or effort .Paid the same as others but even though I arrived within delivery in time I saw a couple people who arrived in front of me making off with much larger piles of food with extras and bread etc,they gestured that I could pick from what was left like duff raffle prizes, apparently it would seem was tough luck that I didn't get there first.",1,Google,2019-08-12
Just love it. :),5,Google,2019-08-12
excellent.,5,Google,2019-08-12
Amazing idea. Really relaiable and the food is great.,5,Google,2019-08-12
Really nice concept and service I use it a lot but it could be better to have users opinion of their own experience publically visible,4,Google,2019-08-12
"If you want to cut waste, like surprises and a good bargain you'll love this. I've used it twice so far and was not dissapointed.",5,Google,2019-08-12
great app,5,Google,2019-08-12
"Wonderful idea, great if you live/work Central. Not 5/5 only because I find the map function a bit clumsy and constantly having to zoom in to where I am is a little annoying. But I love the app & all the food I've tried to date have been great!",4,Google,2019-08-12
"Amazing app. Great food for low prices, its always a surprise, and it's good for the planet. What more ould one possibly ask for?",5,Google,2019-08-12
Great app! An opportunity to improve would be to have a vegetarian option in stores which can do it. Thank you for this opportunity!,4,Google,2019-08-12
"get top qulity food at fraction of the cost, all the while doing good for the problem of food wastage, whats not to love about that. The app is simple and does the job better than an over complicated app you cannot use only wish more food outlets joined up in my area.",5,Google,2019-08-12
"Really cool up, allows you to get cheap food, try something new and there is always a surprise what you actually get.",5,Google,2019-08-12
"Excellent app!! Love the idea, haven't been disappointed yet.",5,Google,2019-08-12
really easy to use and enabled my family to try food that we usually wouldn't be able to afford.,5,Google,2019-08-12
Amazing app. Great idea! Everything is really worth the money,5,Google,2019-08-12
"Great concept, super easy to set up and use. I guess it's location dependent with nearby participating restaurants, but I've had a great run so far and will be using as a staple.",5,Google,2019-08-11
Très très pratique,5,Google,2019-08-11
it was a great selection both times i tried. would highly recomend,5,Google,2019-08-11
"Leaving an average review, having not been able to order anything. The closest place that offers anything to me (despite living in one of the largest UK cities) is 12 miles / 18km away. Not the fault of the app itself, but probably my city 😔",3,Google,2019-08-11
"I love the concept. I'm going on a holiday to Oslo and I can use this app there as well, awesome 😊",5,Google,2019-08-11
Such a great idea. Win win for customers and vendors.,5,Google,2019-08-11
I've had 2 magic bags from different places now.....excellent value and saves food going in the bin. Brilliant,5,Google,2019-08-11
love this app.and the opportunity it gives to help reduce landfill from food waste. so easy to use and payment for meal was easy too. will be using this app again and again.,5,Google,2019-08-10
"Brilliant idea to reduce food waste. Also, helps save money on lunch or snacks while at work.",5,Google,2019-08-10
"great idea, easy to use.",5,Google,2019-08-10
"A lot of different places, easy interface. Awesome idea!",5,Google,2019-08-10
"used twice now. amazing. it's great to try new places, whilst saving money. really happy with app.",5,Google,2019-08-10
Great food and staff,5,Google,2019-08-10
"very happy. saves a lot of money and even if it includes stuff we dont like, the dogs or chickens do :D",5,Google,2019-08-10
amazing app. just got three massive carveries for 9 quid,5,Google,2019-08-09
"good idea. but more covage is needed. you have no shops in Aylesbury. Buckinghamshire there are loads of places here. and there are many people here that would use it, so work a little harder to stop the waste.",2,Google,2019-08-09
"Unfortunately, no businesses near me. Cheaper to pay full price locally than drive to nearest.",2,Google,2019-08-09
"Excellent app. I wish it had a reminder on it though to check for availability. I keep forgetting and everything has gone! Although I did finally manage to get a great ""magic bag"" from my boulangerie for 4€, worth €15!",5,Google,2019-08-09
"Really Great App, but ONLY if you live in a big city (i.e. London, Birmingham, Manchester)",4,Google,2019-08-09
Super toffe app! Alles werkt goed en ik vind het een mooi idee.,5,Google,2019-08-09
wonderful idea,5,Google,2019-08-09
"I am keen to help reduce food waste but have now had two poor experiences with the app. Both vendors had enticing descriptions of what you might take home but what was received bore little resemblance to the highly misleading descriptions in the app. I never saw a ""magic bag"" of delightful surprises and left feeling a bit ripped off and disillusioned. It felt more like a way for the shops to take advantage of the eco conscious than genuinely using food that would otherwise have been wasted.",2,Google,2019-08-09
Good app the offers are super I have had one problem in Aug the too good system had a error and had. Problem picking up what I purchased had to wait for too good to go system to come. Back on line,5,Google,2019-08-09
very good,5,Google,2019-08-09
"The app is great and the content is awesome, but recently I ran into a problem. I checked my receipt in app, close to beginning of my collection window I was prompted that there was an error. I reinstalled the app after which I couldn't even login. when I entered my email address and hit enter, it simply says can't process now. Restarting the phone was no good.",3,Google,2019-08-09
not working,1,Google,2019-08-09
Like Pokemon go but for food! Can't wait to catch them all!,5,Google,2019-08-09
"App is very slow to load anything.Choice of shop is very limited."" magic bags"" could be anything so ,no thanks.Uninstalled",2,Google,2019-08-09
"Great idea,very easy to do and good value! Had a great carvery for our first bag and now will definitely do more.Recommended to friends",5,Google,2019-08-09
Good idea. if you can get a way to do next day delivery of goods going off then you have cracked it,3,Google,2019-08-09
"first time using the app really impressed with quality and quantity of food,just wish there was more places involved around the chester area",5,Google,2019-08-08
"Good food, great prices, simple system, businesses, customers environment is a winner awesome idea and loved using the service!",5,Google,2019-08-08
"just an all round great idea and app - very easy to navigate, helping food waste and good for the bank !",5,Google,2019-08-08
super useful app !! the person who created it is a genius !,5,Google,2019-08-08
A very intuitive app that allows you to buy some fresh food before it's wasted. I had a delicious dinner from Costa for just £3 and 3 items were in the bag. Do yourself and the planet a favour and try it.,5,Google,2019-08-08
collected my first order tonight and it was brilliant. Will definitely be using again,5,Google,2019-08-08
amazing! picked up our carvery st 8.30pm all still hot and so much of it! so impressed. and even nicer knowing the food wasn't just wasted!,5,Google,2019-08-08
The best app to use on Denmark! Quality food for a tiny price.,5,Google,2019-08-08
"fantastic! so easy, and great bargain. highly recommend",5,Google,2019-08-08
Very generous and simple to operate,4,Google,2019-08-08
Love them,5,Google,2019-08-08
great service. very easy to use,5,Google,2019-08-08
"Tried it for the first time today, and it was excellent!! I will definitely use this app more in the future!!",5,Google,2019-08-08
bit pointless really unless you live in a city or your hapoy to drive 20+ miles for a meal then great but for the likes of north wales not much point in having the app . Great idea tho and hope its good for everyone else .,2,Google,2019-08-08
"I very rarely rate an app, but this one is brilliant. The amount of food waste in the UK is absolutely appaling and we should all be doing our bit to reduce it. Kudos to the developers and the businesses who have found a better way. I was a little worried about pick up but staff at Novotel Birmingham treated me with the same courtesy as they would a paying guest when I collected today, If anything it's made me consider using this company for future travels and events.",5,Google,2019-08-08
"Bought a surprise bag from Wing Wah restaurant in Burton on Trent! Was really surprised how little was amount of food! Little bit of meat, most were bread, spring rolls and rice! Not recommend!",3,Google,2019-08-08
It is a really good idea but... in Germany there are supermarkets where people can go and pick up all food and products they can carry for FREE. Yes that's correct- they have places where food that was taken off the shelves is given to those who cannot afford buying for themselves. When are we going to do anything remotely similar to this here in the UK?,5,Google,2019-08-08
"🍑🍏🍐🍉🍈🍌Quality of food depends on the store you bought it from, if you are not satisfied with a store, don't go there the next time instead of giving the app 1 star! This app is really good!🍘🍙🍱🍠🍢🍣 Another thought: Why don't you buy food with this app and give it to the homeless and poor who don't have access to a smartphone nor internet. They are the ones who need it more. 🍦🍧🍥🍩🍭Bon app-etit!",5,Google,2019-08-08
"My first time using Too Good To Go, had only heard about it from my partner the night before and he set me up on it. Wide range of places to choose from, and as you don't always know fully what you'll be expecting, it adds to the excitement and the prices are very reasonable. The service that I received from the hotel that I purchased the breakfast from, was very good. I definitely recommend it, as a new customer! :-) x",5,Google,2019-08-08
So easy to use. wish there was a way to recommend somewhere who could join this scheme. such a good idea.😀 even the car gets some meat from the carvery (Greene king) 🐱🐱🥔🥕🥦,5,Google,2019-08-08
Great not only to avoid wasting food but a great deal to save money with great products!,5,Google,2019-08-08
excellent value for money,5,Google,2019-08-08
The idea is brilliant and the app very user friendly. To save money and to reduce waste are now possible with just few clics.,5,Google,2019-08-08
"Out of hours sushi, leftover cafe snacks. Im hooked. Its all too good to go.",5,Google,2019-08-07
"A fab idea, great to get a bargain to make balancing 'the books' easier and help with a big issue at the same time. XXxxx",5,Google,2019-08-07
"Mostly great experiences so far, easy the navigate app, no issues when needing a refund if there's no food left when I've turned up for an order. It all depends on the retailer / restaurant... Magic boxes are such a mixed bag - you can get absolute rubbish not even worth the money, at which point you're welcome to decline & get a refund, or you can get absolute bargains and really good value for money meals, even enough for leftovers the I following day.",4,Google,2019-08-07
Very easy transaction. Good quality food received. I just wish there were more participating stores and restaurants in my area. Very limited in Bedfordshire.,5,Google,2019-08-07
Finally there's the genius app that has appeared avoiding waste while making great deals for customers! Well done!,5,Google,2019-08-07
I love this app and the food I get for it,5,Google,2019-08-07
nice,5,Google,2019-08-07
"unfortunately the idea is a good one but my experience wasn't. 3 bits of mangled broken cake wedged and squashed in a bag for £3 is not what I was expecting. As stated in another review, stores not so enthusiastic about the scheme and you are given scraps. Will not use again. Very bad service",2,Google,2019-08-07
great app!,5,Google,2019-08-07
Really amazing idea to reduce food waste and help out anyone looking for some great food for a great price.,5,Google,2019-08-07
"works as described, flawless so far and quality vendors and delicious food.",5,Google,2019-08-07
can we have customer reviews for the stores so we know what to expect amount wise? thank you.,4,Google,2019-08-07
"Orders cancelled or refused, waste of time",1,Google,2019-08-07
"Looks pretty fake in my opinion? I mean seriously how is meat on 30% price still $15? Like I could legit buy 1300g of meat with $15 in a market right next to me. That just doesn't make any sense to me. They also don't tell you how much you get but just how much you need to pay for it, so you can get scammed pretty easily.",2,Google,2019-08-07
"Great app, great chance to try different eateries and to prevent food waste.",5,Google,2019-08-07
It's an amazing idea and I'm thrilled to be able to take part in this experience for selfish(way cheaper food) and non selfish(considerably less food waste) reasons,5,Google,2019-08-06
"At the risk of no food being left over... I tell all my friends about this app, because it can be great if you find a good restaurant you enjoy, you'll be driven to save dishes regularly. I eat at one of my favourite places all the time now, which is a testament to just how brilliant this app can be!",5,Google,2019-08-06
"Muy fácil de manejar la aplicación. Los productos excelentes. Encantada con la idea, me parece fantástica !",5,Google,2019-08-06
fantastic service,5,Google,2019-08-06
Great app. Does what's supposed to do!,5,Google,2019-08-06
Always a great experience. Lots more businesses should sign up to this to reduce food waste.,5,Google,2019-08-06
"Amazing app and a thoughful way to save money and help restaurants to reduce potential food waste. Everything is alright, just would love to know if there's a function to send the purchased order to a friend 'cause sometimes me or my friends can't make it within the pickup time due to this or that reason.",5,Google,2019-08-06
really easy to pick up order. great good for a reduced cost and less food wastage.,5,Google,2019-08-06
"Really good concept, works well!",5,Google,2019-08-06
"great initiative. I would like more options to sort by, both on the map and elsewhere",4,Google,2019-08-06
tight,5,Google,2019-08-06
"some deals are better than others. Really good in general, I have an unusual food allergy and I've found there's been food I can eat available. Which surprised me! Great idea really helps when you're working long hours too!",5,Google,2019-08-06
amazing really good value,5,Google,2019-08-05
"Easy to use, reasonable amount of restaurants (seems to be growing by the week) and always a bargain on delicious food!",5,Google,2019-08-05
"Best app ever, changed my life!",5,Google,2019-08-05
"Nice experience, good food",5,Google,2019-08-05
"Brilliant concept to fight food waste and get good food for a good price. Besides, it also permits discovering new tastes. The staff usually asks for any diet specificity in order to give a magic bag proper to one's diet. However, it can seldom happen that some foods are not fresh anymore and not good to eat.",5,Google,2019-08-05
"La aplicación funciona muy bien en Madrid. La idea es brillante, ayuda a no desperdiciar la comida, los precios de los packs son muy ajustados y en mi caso me anima a comer más fruta y verdura. 100% recomendable.",5,Google,2019-08-05
application is very easy to use and I found stores close to my location. As a first use I was more than satisfied.,5,Google,2019-08-05
Something really useful,4,Google,2019-08-05
a wonderful way to save money and food from being wasted,5,Google,2019-08-05
Quick and easy process,5,Google,2019-08-05
amazing to reduce food waste and to know and support local businesses,5,Google,2019-08-05
"Brilliant, fresh tasty food at a fraction of the price, plus your contributing to lowering food wastage. Win win!",5,Google,2019-08-05
"Great initiative! Today I had the chance to rescue my first box and I couldn't be happier, no issues at all and a really simple process. It's great food at a great price, but most importantly, no food waste necessary. I'll definitely be coming back to it whenever I have the chance, now we only need more stores to join in!",5,Google,2019-08-05
What a fantastic system... The World needs more businesses like this,5,Google,2019-08-05
this app is just fantastic!!!! just tried my first order and definitely surprised by what I get!! very very very good value and the food is tasty,5,Google,2019-08-05
BRAVO for this GREAT initiative!!,5,Google,2019-08-05
really straightforward to use and feels good to save food from being wasted,5,Google,2019-08-05
Works well for me. Its a shame more outlets in Milton Keynes haven't signed up yet😊,4,Google,2019-08-05
"Better apps out there. An okay idea but apps like Olio and Karma are better. TG2G offers no choices and no idea what you'll get (tough luck, vegans & allergy sufferers). The pickup times are very inconvenient if you have a job and often what you receive is not worth the amount you paid.",3,Google,2019-08-05
i like idea behind this service. i tried it once and it was good experience,5,Google,2019-08-05
excellent app and great idea. food was delicious ❤,5,Google,2019-08-05
bestest,5,Google,2019-08-04
"This has change my daily eating experience over night, amazing app",5,Google,2019-08-04
Awesome app.,5,Google,2019-08-04
"While the concept and underlying intention are great my experience is that many places misuse it to sell cheap ingredients at a comparably high price. Several times I saw lots of leftovers when coming to a restaurant just before closing-time and was told that I could only get beans and rice while other (more expensive) toppings such as meat, cheese or exotic fruit were ""not intended for too good to go"". I wonder what they do with the more expensive stuff (my guess is that it goes to the trash).",3,Google,2019-08-04
The app is so easy to use and who doesn't love discounted food,5,Google,2019-08-04
This app is pretty good and I definitely support the idea of reducing food waste. I've only used this app for one transaction so far and it has been easy enough & successful. Will keep testing with other local shops. However it would be ideal to be able to see reviews of other people and their interactions /experiences with certain places. Now that would be very helpful.,4,Google,2019-08-04
"Great idea but it needs to be a bit more dynamic. Few options for vegetarian and info is vague as to what kind of food is actually on offer. Would be nice if you had choices of 'Veggie Box', 'Gluten free box', etc. even if most places only offer 1 box type, at least you know what it is. It seems like stores use it to sell more instead of actually getting rid of excess. Offers are released the day before rather than at the end of the day as you'd expect. Reviews of stores would also useful.",3,Google,2019-08-04
"the reason am giving it atleast 3 stars is i believe in the concept and i heard others managed to have it work but i sadly haven't, i paid and i arrived at the site (spar) on time to get my first magic box and heard that theu didnt have any left, so i got sent home empty handed, now there is little way to contact too good to go vai the telefoon, so i wrote a email. this was 3 days ago and i wonder if they will pay me back my money or solve it in ontother way",3,Google,2019-08-04
"Really bad service. I bought a breakfast from Hilton and when I went for it, there was nothing left. Even though, I was on time and they took my money.",1,Google,2019-08-04
Great idea! Works great in larger cities,5,Google,2019-08-03
Wonderful way to reduce food waste! Absolutely recommend it!,5,Google,2019-08-03
Too few outlet choice. ok in cities,4,Google,2019-08-03
the app is easy to use and pinpoints places right from your doorstep outwards. such a good way to save waste and get food for a much cheaper price than normal. Highly recommended!!,5,Google,2019-08-03
Amazing! The perfect way to ensure less food is wasted but also fill your tum!,5,Google,2019-08-03
"Good app.... but it can be a gamble...I have used the app 3 times - twice for breakfast from hotels - with very generous portions, and once at a cafe - I received a salmon and cream cheese bagel, as well as a packet of crisps and felt a bit let down. I will use the app again as it saves food and allows me to try out new foods, but won't spend too much so I don't feel disappointed 🙂",4,Google,2019-08-03
"functionality is great, interaction design not necessarily clear at every point",3,Google,2019-08-03
fantastic and friendly staff and good service.would reakermend.,5,Google,2019-08-03
"A great idea to not only reduce food waste, but help those on a smaller budget too. Check the fb page for food photos of places and local recommendations!",5,Google,2019-08-03
Hi its a cool concept but needs to be advitised more to chains like subway for example but keep going!,4,Google,2019-08-03
A lot of foodddd. I got t food worth 30 or 40 pounds for just 5 pounds. AMAZING.,5,Google,2019-08-02
"One of the best ideas to be digitalised. Probably the most useful app on my phone next to google maps. In Germany supermarkets and restaurants were obliged to through away food, why not give it away for a small sum? First order done and received a very good pack of vegg. Big fan already!!! Keep up the good UI and spirit",5,Google,2019-08-02
Haven't been able to get a bag yet as they are 100% sold out 100% of the time....... I guess no food is getting wasted so it works.... but I'd love to see it actually say available........,2,Google,2019-08-02
great value 😀,5,Google,2019-08-02
Very pleased with the 'magic bag' meals - good surprises so far!,5,Google,2019-08-02
great app.,5,Google,2019-08-02
"Easy to use, very satisfying! Help build a better world by eating amazing food!",5,Google,2019-08-02
great,5,Google,2019-08-02
brilliant idea !,5,Google,2019-08-02
Love this app!,5,Google,2019-08-02
"Solo la he probado dos o tres veces veces, pero la experiencia le parece increíble. Incluso llamé antes para pedir si parte de la comida podía ser vegetariana porque mi pareja lo es, y no hubo problema. Cantidades razonables por lo que pagas, comida en buen estado, y que si no te la llevases iría a la basura. ahora siempre voy con bolsas y rapers encima. Gracias TooGoodToGo team! :)",5,Google,2019-08-02
so goooood!,5,Google,2019-08-01
"Tried it for the first time, like the concept. Good food for only 5 euro. Please add more payment options. Don't like using my credit card, Google play still needs CC. PayPal option would be nice.",5,Google,2019-08-01
love too good to go,5,Google,2019-08-01
"Seems like a great idea, but there's almost no one in Warsaw, who is actually participating. Sometimes one or two places pop up, but it's rather rare, especially when I compare it with Germany or any other actively participating country...",4,Google,2019-08-01
fantasitc idea! i yave ordered about 5 bags by this point and gotten a lot of perfectly good food for a very discounted price.,5,Google,2019-08-01
great first time,5,Google,2019-08-01
beautiful baked goods a small outlet that i will definitely be buying from again. you will pay a lot more in nearby shops and the quality will be nowhere as good. try it and be prepared to be impressed. terrific!,5,Google,2019-08-01
"Fantastic value, never used the app before and i was a bit wary what I'd get and what the quality world be like. Turns out the food was still very fresh and i was given an enormous box and told to help myself from the carvery. I took home enough for for three big dinners for just £3.49",5,Google,2019-08-01
"love the idea, but notifications don't seem to work so keep missing deals at my fave places",4,Google,2019-08-01
nice app ^^,5,Google,2019-08-01
absolute joke. no food when i got there .and no notifications to say so.,1,Google,2019-08-01
really great idea and good app. only thing is I scheduled to collect something but was unable to as my train was cancelled and I was stranded. In this situation there is no recourse or way of letting the restaurant owner know so they don't put it to one side for you.,4,Google,2019-08-01
Plenty of bang for your buck.,5,Google,2019-07-31
amazing customer services,5,Google,2019-07-31
Great initiative to use food wisely! Love it!,5,Google,2019-07-31
This app is INCREDIBLE! You get to fight food waste and get really delicious magic bags (filled with random food) and it's SO CHEAP! Deffo worth the download!,5,Google,2019-07-31
Great initiative to connect people to good quality cheap food,5,Google,2019-07-31
"Great app, great to help a good cause in reducing waste! Also some fantastic deals on local food.",5,Google,2019-07-31
value for money. a bargain. Thankyou.,5,Google,2019-07-31
Loved it. Good value and easy to use,5,Google,2019-07-31
an amazing app lots of great food at super low prices,5,Google,2019-07-31
"i did my first purchase and due to traffic i arrived 5 mins late. the lady in shop entirely refused to let me in despite the fact i showed her the app and that the meal was pre paid. i reported this via the app's ""contact us "" function and the app keeps saying that i am offline. how convenient. now my payment has been debited by paypal and no food to show for it.",1,Google,2019-07-31
"brilliant idea, would be better if you could leave a note on your order i.e. to say you're vegetarian, I've messaged the restaurants a couple of times who have been happy to do this",4,Google,2019-07-31
Super handy for cheap eats!,5,Google,2019-07-31
"great idea, well executed, and great food as well!",5,Google,2019-07-31
Completely amazing. I love it,5,Google,2019-07-31
Fab experience using this app.,5,Google,2019-07-31
No option to cancel order when the restaurant has run out of food,1,Google,2019-07-31
ecolonomique !!!!,5,Google,2019-07-31
"what a brilliant invention. user friendly allocating different colors on the map to represent places currently offering food, or that will be offering at a later time. always a pleasant interaction with the participating restaurants too.",5,Google,2019-07-31
Everything very well put together nice and easy to 😁,5,Google,2019-07-31
How could we not rate 5 stars an app which makes the world better? :),5,Google,2019-07-30
"It's a mixed bag. (Literally.) From my brief experience so far, what you get can vary widely, but I'm always happy with what I get considering sizeable discounts.",5,Google,2019-07-30
Super happy with this app! ;),5,Google,2019-07-30
Great concept - good experience bit hit n miss if you can't chose - occasionally a bit too carb heavy for my low metabolism - but happy most of the time! :),5,Google,2019-07-30
"I've seen lots of bad review, but I've been to a couple places with this, and after my 5th order havent had a single problem. It's possible some companies might abuse the service, but I've not come across any, and the food has always been well worth the price!",5,Google,2019-07-30
wher can you get food that feed 2 for £3 to good to go,5,Google,2019-07-30
So simple to workout and plenty of options in my neighborhood,5,Google,2019-07-30
Amazing food great prices,5,Google,2019-07-30
super app but have to improve the search function and you cannot contact too good to go team because of a bug on the app. I want to tell you that I had a bad experience with a store,1,Google,2019-07-30
amazing app / idea that helps prevent food waste and gives access to delicious food for a small fee. highly recommend,5,Google,2019-07-30
great idea to save a buck and save food waste,5,Google,2019-07-30
amazing!,5,Google,2019-07-30
Amazing app!! I've managed to bag a few bargains now. What a clever idea!!,5,Google,2019-07-30
ita brilliant,5,Google,2019-07-30
"not that there's anything actually wrong with the app, but after 2 months theres only 1 restaurant about 12 miles away, such a shame as id love to rescue some food!",1,Google,2019-07-30
This is great! It's always such a shame when you see good food disappearing into a dumpster,5,Google,2019-07-30
Why can't I transfer my receipt - 2let my girlfriend pick up the order??! I've been missing this feature for a very long time . I was thinking it would naturally appear at som point.,2,Google,2019-07-30
"While some of the offers are quite nice, the timings are quite horrible. Plus some of the staff members from the participating restaurant are quite rude and look down upon users as some kind of nuisance rather than someone who is helping in stopping food waste.",2,Google,2019-07-30
